rooms,garages,useful_area,latitude,longitude,value,interior_quality,time_on_market,sold
4.0,2.0,199,-23.6029811,-46.6709918,2238470,1,174.51817387216093,0
3.0,2.0,135,-23.5379552,-46.6765922,1358440,1,175.73239442387518,0
2.0,1.0,74,-23.5667823,-46.6523556,1012930,2,257.9692317977497,0
2.0,3.0,134,-23.606544,-46.620249,1315200,2,47.0,1
4.0,4.0,221,-23.601285,-46.662842,4645940,1,232.84578454209736,0
3.0,1.0,190,-23.6204595,-46.6407004,1194500,2,1.0,1
4.0,2.0,240,-23.5510128,-46.6988662,2808010,3,171.48767864087745,0
2.0,1.0,65,-23.607103,-46.622501,587499,1,38.0,1
3.0,2.0,150,-23.5805671,-46.6745873,1612590,3,342.40189492330796,0
2.0,1.0,60,-23.5588359,-46.6537174,673443,3,67.0,1
4.0,2.0,120,-23.5682045,-46.6642752,1760410,3,293.6910132303073,0
3.0,1.0,143,-23.4998901,-46.6207853,643978,3,21.0,1
3.0,1.0,92,-23.6284225,-46.6842041,1021520,2,207.7596858476592,0
3.0,2.0,100,-23.5789175,-46.6438913,927047,1,10.0,1
4.0,3.0,244,-23.5320362,-46.7321823,2005810,2,19.131703443069345,0
1.0,1.0,39,-23.5622632,-46.6841405,521792,2,80.24467439666599,0
3.0,2.0,117,-23.5598318,-46.6780635,1086600,1,207.0,1
1.0,1.0,25,-23.5550781,-46.6558217,194056,1,70.0,1
2.0,2.0,118,-23.5273004,-46.7336578,1073420,3,110.0,1
3.0,1.0,67,-23.5288458,-46.6537832,785044,3,31.048616290104913,0
4.0,2.0,159,-23.5824909,-46.628411,1740350,2,122.0,1
2.0,1.0,89,-23.5681833,-46.66124,879517,2,224.53181930186759,0
2.0,1.0,65,-23.5741616,-46.639419,720085,2,50.0,1
4.0,3.0,115,-23.5429916,-46.6536856,1338640,1,105.0,1
3.0,3.0,210,-23.5275259,-46.6892542,1764700,1,6.188673649827332,0
4.0,3.0,150,-23.6471218,-46.6668617,1151550,1,64.0,1
3.0,3.0,158,-23.6068082,-46.6562606,2377410,2,45.0,1
4.0,4.0,142,-23.533842,-46.705423,1581150,1,34.0,1
3.0,1.0,108,-23.5666872,-46.6579253,1188480,2,70.7261355087979,0
3.0,2.0,126,-23.6228101,-46.6822275,1387140,1,41.0,1
1.0,1.0,56,-23.5694927,-46.6368942,473869,1,38.0,1
1.0,1.0,77,-23.5949698,-46.6784541,1231290,3,319.2947307005548,0
1.0,1.0,66,-23.5658172,-46.6603051,1019580,2,4.498101180152907,0
3.0,2.0,125,-23.6284797,-46.6724633,1249530,1,41.81546093286507,0
3.0,1.0,107,-23.5549569,-46.6538549,1572350,3,339.3198584339868,0
2.0,1.0,86,-23.5543401,-46.6593181,780090,3,7.0,1
1.0,1.0,140,-23.5661212,-46.6858671,1746580,1,96.09062158140752,0
2.0,1.0,98,-23.575712,-46.635803,565602,2,10.0,1
2.0,1.0,82,-23.501932,-46.6271057,546740,2,2.0,1
1.0,1.0,50,-23.6207687,-46.6766177,498047,3,160.4032671999112,0
3.0,3.0,300,-23.6141328,-46.7057427,2593490,3,326.4751642834591,0
3.0,3.0,200,-23.6458761,-46.6686131,1428810,1,51.0,1
2.0,1.0,63,-23.5635202,-46.6238117,392882,3,2.0,1
4.0,3.0,183,-23.616409,-46.6795042,1471220,1,5.0,1
3.0,3.0,220,-23.615163,-46.624961,1599360,1,48.0,1
1.0,1.0,31,-23.5929012,-46.6877304,368621,2,19.0,1
3.0,3.0,143,-23.567272,-46.615617,1338040,2,148.71239376873137,0
1.0,1.0,52,-23.538286,-46.683044,549734,3,97.0,1
3.0,2.0,109,-23.5908786,-46.637304,560908,1,14.0,1
3.0,1.0,111,-23.5858094,-46.6066762,730270,2,28.0,1
3.0,1.0,195,-23.5688847,-46.6653826,2860670,1,12.35299609308504,0
3.0,2.0,207,-23.5682722,-46.6529204,2384390,3,116.73261709491132,0
2.0,1.0,130,-23.5762954,-46.647982,1496520,1,331.3197593508734,0
2.0,1.0,85,-23.5727386,-46.6373559,695987,3,60.0,1
2.0,1.0,76,-23.561794,-46.633212,415615,2,144.0,1
3.0,1.0,160,-23.549452,-46.6542286,1325130,3,233.6910271851708,0
3.0,3.0,171,-23.556137,-46.6044715,1200750,1,30.0,1
3.0,2.0,61,-23.5712064,-46.6524111,833123,1,7.004936911459616,0
3.0,1.0,82,-23.5001369,-46.6185199,784722,3,119.03128304605454,0
2.0,1.0,76,-23.583903,-46.6419644,683304,1,2.0,1
3.0,1.0,103,-23.5921157,-46.6353539,780994,3,41.8738847229502,0
4.0,4.0,225,-23.6264887,-46.7235274,2143480,2,294.0,1
3.0,1.0,129,-23.5795983,-46.6736644,1252350,3,123.51298197269372,0
4.0,3.0,150,-23.5333531,-46.6822581,1484700,3,24.0,1
4.0,4.0,388,-23.623027,-46.738909,2286590,1,277.12865970661977,0
4.0,4.0,199,-23.5762966,-46.6131292,1610710,2,12.302064280465569,0
1.0,1.0,35,-23.5542416,-46.6919048,527819,1,71.0,1
2.0,1.0,66,-23.50414,-46.6619784,489126,1,112.0,1
3.0,1.0,73,-23.6138875,-46.6314496,571717,2,82.71292701742333,0
2.0,1.0,59,-23.6219499,-46.6032066,291034,1,9.967034877234529,0
4.0,4.0,280,-23.6145232,-46.7312046,1509260,3,15.287525574350628,0
2.0,1.0,66,-23.4985713,-46.6322116,631606,3,39.4254726243844,0
2.0,1.0,70,-23.6254075,-46.687411,693323,1,119.0,1
3.0,1.0,130,-23.569323,-46.6440631,1346550,3,29.0,1
2.0,1.0,56,-23.6086764,-46.6570466,1047680,1,224.92796766844765,0
3.0,1.0,91,-23.586002,-46.671199,704979,2,2.0,1
3.0,3.0,129,-23.5446915,-46.5719649,760210,2,76.8941473959259,0
4.0,2.0,260,-23.5393363,-46.6596081,2208270,3,24.937371369058482,0
3.0,4.0,338,-23.6125471,-46.6617036,3723760,1,161.95077610246628,0
3.0,2.0,240,-23.5801928,-46.6926215,3327780,2,145.0,1
4.0,4.0,127,-23.5856123,-46.6038156,1145270,1,270.3112327973616,0
2.0,2.0,123,-23.5668085,-46.6908422,1663820,1,67.83419925605524,0
3.0,1.0,125,-23.561358,-46.5985842,639464,1,134.0,1
2.0,1.0,66,-23.5658345,-46.6311392,648668,3,18.048335153099085,0
4.0,2.0,147,-23.5609154,-46.6712797,1724110,3,103.12312939019763,0
4.0,3.0,240,-23.6162465,-46.6233025,1775270,1,3.0,1
3.0,4.0,283,-23.6131532,-46.7061489,2311060,1,61.72012911951003,0
3.0,3.0,250,-23.536618,-46.703061,2686500,1,261.703553741943,0
3.0,3.0,175,-23.6144291,-46.6868409,2326380,1,248.0,1
4.0,3.0,250,-23.6103695,-46.622255,2201700,1,8.0,1
3.0,3.0,173,-23.5886353,-46.6420818,2194820,2,182.6659337983693,0
3.0,1.0,60,-23.5288459,-46.688002,675595,3,299.179766370182,0
2.0,1.0,65,-23.6148553,-46.5992519,318041,3,30.0,1
2.0,2.0,62,-23.5330792,-46.6861724,702258,2,139.0,1
4.0,4.0,302,-23.5911488,-46.719962,3185290,2,131.94812665540007,0
3.0,1.0,150,-23.5449849,-46.6534554,1090950,3,102.0,1
2.0,1.0,80,-23.5333118,-46.6740808,540837,3,28.0,1
2.0,1.0,80,-23.5713184,-46.6349529,554962,3,64.0,1
2.0,1.0,44,-23.5742212,-46.6566493,619469,1,34.0,1
2.0,1.0,100,-23.6028964,-46.6371541,706301,1,259.6732868486834,0
4.0,10.0,550,-23.6065058,-46.7084936,4727370,2,212.69720445030077,0
2.0,2.0,65,-23.5591466,-46.6758375,969282,2,55.25180755551751,0
3.0,1.0,67,-23.6111567,-46.7242833,551136,2,172.0,1
3.0,3.0,171,-23.527221,-46.7312283,2167480,2,198.73648879684592,0
4.0,3.0,187,-23.5271479,-46.7355417,1876840,3,109.26808605774853,0
3.0,2.0,71,-23.5420918,-46.5699879,499956,3,80.0,1
4.0,4.0,456,-23.5097595,-46.6507406,3381490,3,177.02297302312863,0
3.0,2.0,139,-23.5943294,-46.6883168,2324520,1,327.7533181161131,0
8.0,4.0,280,-23.544954,-46.688534,3234750,1,19.0,1
2.0,2.0,240,-23.5487014,-46.6591547,1975340,3,285.0,1
3.0,1.0,101,-23.5753251,-46.6440034,1162680,1,276.46862897250656,0
3.0,2.0,231,-23.5917375,-46.6262612,2696100,2,309.295467446847,0
4.0,5.0,354,-23.5391931,-46.7136972,3415400,2,153.92988439567085,0
4.0,2.0,221,-23.5413486,-46.6750832,1992320,1,33.92309870172684,0
3.0,2.0,140,-23.5902979,-46.6226251,1247610,2,188.5550875365741,0
4.0,3.0,158,-23.5319058,-46.7323597,1273140,1,29.0,1
3.0,2.0,84,-23.5712064,-46.6524111,1147250,2,276.7823921923343,0
3.0,2.0,115,-23.5921792,-46.7205465,964132,2,340.9027912442646,0
4.0,4.0,440,-23.5333002,-46.6843978,3810540,2,311.28443429798335,0
3.0,3.0,108,-23.6084945,-46.7268872,684448,2,14.0,1
4.0,3.0,178,-23.5538163,-46.6980606,1940260,3,42.28613390693643,0
2.0,2.0,74,-23.5470009,-46.6541261,1074190,2,139.0,1
2.0,1.0,90,-23.5447065,-46.6760149,887567,1,227.0,1
1.0,2.0,82,-23.6343185,-46.7242968,738236,3,44.0,1
4.0,2.0,400,-23.6197437,-46.6768887,3837380,2,131.0,1
1.0,1.0,63,-23.5542416,-46.6919048,950075,2,334.03644850567974,0
4.0,4.0,290,-23.6004689,-46.6393333,3707010,3,27.656191868407728,0
2.0,1.0,95,-23.5794337,-46.6359913,689752,2,33.0,1
2.0,2.0,138,-23.6052976,-46.6731193,1417570,1,50.0,1
3.0,3.0,210,-23.6165678,-46.6816154,2082530,3,252.0,1
4.0,3.0,242,-23.588596,-46.6857935,3159540,1,98.0,1
3.0,1.0,129,-23.5322378,-46.6880021,1012000,1,35.0,1
4.0,4.0,192,-23.5853425,-46.6475894,1608010,3,162.0,1
4.0,2.0,155,-23.5408698,-46.679536,1473570,1,260.07521288125963,0
2.0,1.0,56,-23.5513742,-46.6895759,604739,3,4.43224276233793,0
1.0,1.0,60,-23.5862079,-46.7177256,846236,1,77.16272617247694,0
3.0,1.0,72,-23.6268047,-46.7304217,692746,1,209.0,1
3.0,3.0,250,-23.6149909,-46.7312321,1821120,1,307.2784441451079,0
3.0,2.0,150,-23.5605458,-46.6642961,2088210,2,80.64595172718496,0
2.0,1.0,85,-23.5443604,-46.6760489,692644,3,217.0,1
3.0,3.0,115,-23.5397888,-46.6780822,1330850,2,18.730392546250627,0
2.0,2.0,95,-23.5618999,-46.6832111,1416640,2,43.420468019986565,0
1.0,1.0,40,-23.5441028,-46.6604318,598004,2,171.8059636200867,0
2.0,1.0,56,-23.5675612,-46.6523383,703501,2,199.0,1
1.0,1.0,33,-23.6157781,-46.6427222,293815,2,64.0,1
2.0,1.0,86,-23.5997273,-46.6817682,901582,1,2.0,1
3.0,3.0,210,-23.60607,-46.668975,2179660,2,69.0,1
3.0,2.0,97,-23.6350191,-46.6653232,930078,3,286.85225555194364,0
2.0,1.0,90,-23.5595221,-46.6505427,932225,2,194.4428560923141,0
3.0,2.0,81,-23.5959,-46.6747801,1007840,1,93.0,1
2.0,1.0,60,-23.5507951,-46.692342,644060,3,60.0,1
3.0,2.0,120,-23.5904157,-46.6710056,2044980,1,84.44271393613569,0
2.0,1.0,120,-23.606681,-46.623191,833659,1,7.770423896233338,0
1.0,1.0,46,-23.5581241,-46.605243,340685,2,56.0,1
2.0,1.0,68,-23.5592723,-46.6337432,863488,1,72.09397847395074,0
3.0,1.0,70,-23.5342895,-46.6836071,931262,2,15.018848644382473,0
3.0,3.0,183,-23.5351441,-46.6596846,2735870,1,96.22792955157854,0
4.0,3.0,201,-23.6057736,-46.6688365,2822390,2,197.14837501633514,0
3.0,3.0,320,-23.549194,-46.6593916,2637470,3,88.0,1
3.0,2.0,160,-23.5642293,-46.6608615,1972860,3,143.63878544637618,0
3.0,1.0,94,-23.5324111,-46.6656404,874323,1,198.12503100686826,0
1.0,1.0,65,-23.5946411,-46.6716812,815898,3,8.413128822392352,0
1.0,1.0,40,-23.6006516,-46.6348539,313125,1,32.0,1
3.0,1.0,158,-23.5670028,-46.6675627,1905830,1,6.199689370417394,0
4.0,3.0,263,-23.587699,-46.674154,4396240,1,83.83467721224662,0
3.0,2.0,100,-23.6107827,-46.7325008,798644,2,42.167228865798776,0
3.0,2.0,330,-23.5472416,-46.6592722,3112880,2,289.09631487542725,0
3.0,3.0,140,-23.6337172,-46.7319807,839177,3,3.0,1
4.0,3.0,198,-23.5942516,-46.6704328,2818330,1,116.0,1
2.0,2.0,70,-23.6052976,-46.6731193,719059,2,12.0,1
3.0,2.0,222,-23.5679767,-46.6564777,2231000,3,112.0,1
4.0,2.0,124,-23.5904419,-46.6262075,1071890,3,36.0,1
2.0,2.0,60,-23.5778398,-46.5884228,424838,2,189.36785249008744,0
3.0,1.0,160,-23.5444012,-46.6543537,1705600,3,345.45693757547326,0
3.0,2.0,120,-23.5603373,-46.6641051,1347760,3,11.054217490678662,0
4.0,3.0,161,-23.6219732,-46.6756984,1999050,1,132.0,1
3.0,3.0,162,-23.628868,-46.7319383,1112560,1,75.0,1
3.0,2.0,90,-23.5624952,-46.6870318,1122800,1,135.0,1
4.0,2.0,200,-23.6079351,-46.6585041,1933620,1,252.50971804469592,0
1.0,1.0,46,-23.5851991,-46.6449864,387618,2,30.156101798974806,0
1.0,1.0,45,-23.643481,-46.6341623,371559,1,71.16404359032641,0
4.0,5.0,394,-23.634528,-46.732081,3146570,3,64.45970217580448,0
1.0,1.0,35,-23.5599797,-46.6736505,428604,1,62.896555953161,0
4.0,3.0,265,-23.5617015,-46.60137,1734590,1,58.0,1
3.0,2.0,90,-23.5711337,-46.6260325,1047540,1,192.3798706906514,0
4.0,3.0,265,-23.6134457,-46.6346665,2513710,3,104.36179183457119,0
2.0,1.0,110,-23.6124493,-46.6625371,1119040,1,152.44861668199107,0
2.0,1.0,76,-23.5688645,-46.663026,1016310,2,140.53690905307286,0
3.0,1.0,100,-23.5817468,-46.6448494,823062,3,145.16258725274955,0
3.0,2.0,130,-23.5541189,-46.6530597,1399720,1,46.79877068057051,0
3.0,2.0,76,-23.5763393,-46.6119851,621474,3,250.64806602332413,0
1.0,1.0,100,-23.5543915,-46.6833014,844282,3,87.6400155568491,0
3.0,3.0,106,-23.590198,-46.6458711,1150730,1,26.0,1
3.0,1.0,115,-23.5491975,-46.6588336,1288730,1,168.0,1
3.0,2.0,108,-23.6093458,-46.6228822,914890,3,196.2497327887305,0
3.0,1.0,95,-23.6046509,-46.6911522,820962,2,25.0,1
3.0,2.0,147,-23.5656571,-46.5775852,1036370,2,125.0,1
3.0,1.0,116,-23.5710895,-46.6537423,1369220,3,309.3666503616057,0
4.0,3.0,173,-23.578652,-46.6725785,2448180,3,122.64998068302688,0
2.0,2.0,95,-23.5295045,-46.6869219,975667,3,35.0,1
4.0,5.0,335,-23.5644298,-46.6826565,3971620,3,1.836109929136831,0
3.0,2.0,178,-23.5641541,-46.6424834,1704040,2,108.0,1
2.0,2.0,69,-23.5286414,-46.6844167,662942,1,166.46134021273346,0
4.0,4.0,160,-23.5884742,-46.6476167,2232940,1,5.703856086594605,0
3.0,1.0,79,-23.6146138,-46.6361486,579442,2,2.0,1
2.0,2.0,110,-23.5836864,-46.6031649,1147980,1,111.9283274158845,0
3.0,3.0,129,-23.6207502,-46.6748723,1397050,2,86.45177139718697,0
4.0,2.0,180,-23.5859859,-46.6865382,2225380,2,251.18167674528658,0
3.0,2.0,77,-23.5236789,-46.6838611,906042,2,11.0,1
2.0,1.0,82,-23.5636003,-46.6485137,749089,3,82.0,1
2.0,1.0,65,-23.6101496,-46.6817533,706129,2,6.4459754504530276,0
2.0,1.0,70,-23.6023129,-46.6005648,460530,3,8.481617616613658,0
2.0,2.0,45,-23.6455667,-46.7019597,514927,3,225.8610617253729,0
2.0,1.0,76,-23.5404919,-46.6527063,690491,2,54.0,1
3.0,2.0,310,-23.5736349,-46.6256,2511210,3,174.81886405687075,0
2.0,1.0,66,-23.6262328,-46.6942836,734088,3,259.0,1
4.0,1.0,210,-23.5402008,-46.6569645,1780700,2,1.0,1
4.0,2.0,410,-23.5436478,-46.6588984,3748710,3,211.38341486760913,0
2.0,2.0,119,-23.54652,-46.686505,1173560,3,82.0,1
2.0,1.0,43,-23.5342671,-46.6644847,463738,1,48.0,1
1.0,1.0,47,-23.6069955,-46.69516,613329,1,351.42231210957215,0
3.0,2.0,124,-23.5415155,-46.70459,1679400,3,319.20740178310643,0
3.0,1.0,160,-23.5630812,-46.6635964,2228930,3,234.03046012133612,0
2.0,2.0,67,-23.6095137,-46.7080566,620119,2,19.0,1
3.0,3.0,221,-23.6009606,-46.6724728,2381280,1,5.0,1
2.0,1.0,50,-23.6035876,-46.6691051,541056,2,20.0,1
4.0,2.0,137,-23.6097638,-46.6195302,1287380,2,149.0,1
2.0,1.0,65,-23.6031473,-46.7395722,311630,3,6.908732586488884,0
1.0,1.0,42,-23.5951534,-46.6712368,535768,2,278.8082552077121,0
2.0,1.0,65,-23.5265862,-46.7285872,699265,2,6.741305017479831,0
3.0,1.0,100,-23.5595158,-46.6621649,1094110,1,43.0,1
4.0,3.0,354,-23.5622148,-46.6615429,3782410,2,22.28611869954183,0
3.0,2.0,210,-23.5439169,-46.6613335,2047170,2,204.5727545281107,0
3.0,3.0,340,-23.5724296,-46.6360481,3126330,1,115.90954470211076,0
2.0,1.0,72,-23.5651868,-46.655046,975897,3,62.910724171497314,0
2.0,1.0,57,-23.5581837,-46.5997159,362842,2,53.185120233584236,0
3.0,2.0,260,-23.5688357,-46.6643827,3933350,1,189.0,1
4.0,4.0,167,-23.6113321,-46.7320479,731347,3,3.0,1
4.0,3.0,260,-23.625385,-46.6696492,2717150,2,180.7589538391655,0
3.0,2.0,132,-23.6080732,-46.7049416,716417,2,4.0,1
3.0,2.0,81,-23.6219021,-46.6355069,862560,1,167.94905978691912,0
4.0,2.0,250,-23.536473,-46.654311,2006290,3,18.473574550008887,0
2.0,1.0,57,-23.5524515,-46.6552393,868199,1,267.89371077968764,0
1.0,1.0,42,-23.5745625,-46.6428242,345996,2,44.0,1
2.0,1.0,60,-23.6035293,-46.6692036,684428,2,9.887913194633335,0
3.0,2.0,123,-23.5403007,-46.6692291,871344,3,96.0,1
1.0,1.0,43,-23.5800043,-46.6434965,280977,3,96.0,1
2.0,1.0,77,-23.5827369,-46.6750798,945843,2,12.874172763620697,0
2.0,1.0,100,-23.5828774,-46.6415584,899084,2,55.0,1
4.0,5.0,352,-23.6199065,-46.6782327,4437970,2,14.54330008805995,0
2.0,1.0,50,-23.621326,-46.6330343,450110,2,107.1390395627771,0
3.0,3.0,210,-23.5562381,-46.5697474,1345900,2,326.42044211024984,0
2.0,1.0,50,-23.5423554,-46.716605,425679,3,219.87619326782786,0
1.0,2.0,213,-23.5570322,-46.6742973,2279220,3,23.699943621921463,0
2.0,1.0,70,-23.5711383,-46.6506376,659302,1,130.60688997974285,0
3.0,2.0,84,-23.530325,-46.704447,604027,2,15.0,1
3.0,1.0,72,-23.5824396,-46.7335941,467428,1,21.0,1
2.0,1.0,69,-23.6015222,-46.6319814,640937,2,145.0,1
3.0,1.0,164,-23.5689667,-46.6538133,1845920,3,182.93879398976347,0
3.0,1.0,136,-23.5439364,-46.6851682,1149710,3,36.0,1
2.0,1.0,68,-23.5743604,-46.6053018,712570,2,242.97772960394585,0
2.0,1.0,113,-23.5811879,-46.6705835,859281,3,149.1449807105566,0
4.0,2.0,309,-23.5408633,-46.6725034,2507510,1,23.42993533715218,0
3.0,1.0,120,-23.5484754,-46.660138,1344770,2,221.67503799545705,0
4.0,3.0,229,-23.6154539,-46.6867468,2860070,1,212.65282515746918,0
2.0,1.0,63,-23.6324194,-46.7383636,750849,3,47.63384885776446,0
3.0,2.0,80,-23.6192865,-46.7364475,586407,3,39.0,1
2.0,1.0,74,-23.5675612,-46.6523383,929626,1,36.0,1
2.0,1.0,88,-23.566067,-46.6461897,750429,1,22.0,1
2.0,1.0,80,-23.6001423,-46.6741379,655627,3,102.0,1
2.0,1.0,70,-23.6019907,-46.6600678,1120240,3,155.50797891247186,0
4.0,4.0,200,-23.5915283,-46.6252013,2079390,2,55.93714488884295,0
4.0,3.0,163,-23.6035136,-46.642164,2290800,3,150.44994264546634,0
3.0,2.0,105,-23.5430812,-46.6940475,1014820,2,125.0,1
4.0,2.0,132,-23.535293,-46.6793007,1352740,1,9.0,1
4.0,3.0,174,-23.5336439,-46.6821326,1960200,1,54.845924793341496,0
1.0,1.0,42,-23.6244634,-46.6703965,359166,3,12.0,1
4.0,5.0,440,-23.6255516,-46.7315158,2589530,2,39.63859143245106,0
2.0,1.0,70,-23.559497,-46.6507533,624989,1,322.1677262007042,0
1.0,1.0,50,-23.5831214,-46.6802458,700129,3,192.61803211990681,0
4.0,2.0,250,-23.5693204,-46.6623113,2698200,3,56.0,1
4.0,2.0,170,-23.6079722,-46.6645382,1755000,2,5.426104644215188,0
2.0,2.0,133,-23.611102,-46.6623707,1326550,1,208.03212487876795,0
4.0,2.0,166,-23.5361055,-46.6688096,1251620,3,147.2802034430091,0
4.0,4.0,295,-23.5398018,-46.6728923,4522560,1,141.99956004793927,0
3.0,2.0,91,-23.5263683,-46.7068287,934725,3,181.0,1
3.0,1.0,100,-23.541139,-46.6530675,899376,1,30.482472159342876,0
1.0,1.0,49,-23.5797733,-46.6237198,371790,3,86.0,1
3.0,2.0,128,-23.5519047,-46.6904682,1280150,1,43.71713028439386,0
3.0,2.0,110,-23.626573,-46.7359636,663028,3,70.0,1
3.0,3.0,190,-23.5406634,-46.7182035,2622380,3,139.30883213270945,0
1.0,1.0,34,-23.6151197,-46.6856933,445137,2,154.0,1
2.0,2.0,63,-23.5732221,-46.6498136,782991,2,34.778687502019096,0
2.0,2.0,100,-23.6252235,-46.6249319,747880,3,30.0,1
3.0,1.0,135,-23.6219499,-46.6032066,665925,3,73.38354308969939,0
2.0,3.0,256,-23.5530373,-46.6918635,3494310,3,49.34679164838202,0
2.0,1.0,57,-23.6034929,-46.6079164,590882,3,88.30723999758231,0
2.0,2.0,70,-23.6106193,-46.6877893,908184,1,215.48351591478777,0
4.0,3.0,170,-23.6025391,-46.6709274,2050860,3,24.558086019817523,0
3.0,2.0,105,-23.5903177,-46.6716908,1121760,1,2.6392841265471523,0
4.0,3.0,116,-23.5626197,-46.6007923,976858,3,18.0,1
3.0,2.0,280,-23.5660955,-46.6598903,3554610,2,123.0,1
3.0,2.0,125,-23.6025097,-46.642058,1470290,1,83.0,1
6.0,3.0,400,-23.5446693,-46.6544639,4662330,3,80.75110548035569,0
2.0,1.0,126,-23.5462103,-46.6588995,1637140,3,179.95346164977477,0
2.0,1.0,60,-23.6204867,-46.6650113,582889,2,255.0,1
3.0,2.0,94,-23.6016728,-46.6290983,1107070,2,136.93806042689766,0
3.0,4.0,294,-23.5987585,-46.6792694,3516100,2,319.5128020356592,0
3.0,3.0,165,-23.5810982,-46.6711959,2576810,3,48.18463064840933,0
3.0,2.0,225,-23.5784847,-46.6890197,4728050,1,156.03617256227744,0
3.0,2.0,115,-23.4930735,-46.6372481,849329,2,66.0,1
3.0,1.0,100,-23.600205,-46.6730613,889289,2,52.0,1
1.0,1.0,77,-23.5779974,-46.6360605,741846,2,66.0,1
3.0,1.0,200,-23.6132651,-46.6369811,1765100,3,182.0,1
1.0,1.0,45,-23.5683856,-46.6370971,537367,3,23.0,1
4.0,3.0,260,-23.5329735,-46.6626318,2352430,1,43.0,1
3.0,2.0,162,-23.5801361,-46.6862348,3139000,3,254.0807459983059,0
2.0,1.0,100,-23.5632597,-46.6340468,846195,2,9.0,1
1.0,1.0,46,-23.5686276,-46.6607328,475353,2,16.364397203215688,0
4.0,3.0,208,-23.5472094,-46.6614476,2330930,1,41.41897406548659,0
2.0,1.0,56,-23.534802,-46.7164505,423336,2,156.4078638766749,0
4.0,3.0,193,-23.6129473,-46.6244062,1757190,3,12.758566435766019,0
4.0,4.0,249,-23.590205,-46.624848,3553340,2,162.9173990601409,0
3.0,1.0,115,-23.5795101,-46.6727459,1288830,3,191.64552316764178,0
2.0,2.0,140,-23.5985867,-46.6755756,1285220,1,2.0,1
2.0,1.0,87,-23.6365613,-46.6946338,581612,3,23.0,1
4.0,3.0,184,-23.6199906,-46.7372573,2192960,1,110.91910215113599,0
4.0,5.0,700,-23.605637,-46.7072433,4813940,1,272.9358365163762,0
3.0,2.0,100,-23.6447148,-46.670722,882547,2,51.28099296915148,0
3.0,3.0,101,-23.6046256,-46.6742853,1247240,1,116.0,1
2.0,2.0,87,-23.6134788,-46.6840838,791184,1,38.0,1
2.0,1.0,48,-23.5710051,-46.6062829,470347,2,150.80763676114924,0
2.0,1.0,70,-23.5573361,-46.6555715,510056,3,24.526470463881296,0
3.0,4.0,288,-23.5385162,-46.6563173,3227440,2,165.73622084631268,0
3.0,1.0,120,-23.5613982,-46.6503783,1283170,2,20.0,1
2.0,4.0,200,-23.5547603,-46.5679589,1763110,3,119.37108862466114,0
4.0,1.0,174,-23.5619631,-46.663456,2582350,2,142.20885048960176,0
4.0,4.0,227,-23.6175542,-46.732367,1129760,3,5.0,1
2.0,1.0,74,-23.592815,-46.673341,744415,3,25.0,1
2.0,1.0,70,-23.5640714,-46.6829393,586642,3,318.0,1
4.0,5.0,268,-23.6171951,-46.7337302,1416350,1,87.0,1
4.0,4.0,257,-23.6107638,-46.6575498,2372650,3,30.185831050194768,0
4.0,3.0,225,-23.5954755,-46.6711483,4364840,3,268.5322182710661,0
3.0,1.0,75,-23.5399761,-46.6614329,729772,2,197.6479774504652,0
3.0,1.0,81,-23.4926676,-46.6941298,443406,2,13.0,1
4.0,4.0,280,-23.5682716,-46.5953643,2056620,1,249.0,1
3.0,2.0,125,-23.5864215,-46.6393072,872019,1,41.0,1
4.0,4.0,425,-23.6117601,-46.732601,2559890,2,129.0,1
2.0,4.0,84,-23.5933158,-46.6306592,1000390,2,336.34286810940495,0
2.0,1.0,98,-23.5991646,-46.640655,1019170,3,208.2876355174506,0
4.0,4.0,235,-23.5591733,-46.6758635,3091250,1,35.327772046343675,0
3.0,2.0,87,-23.5259633,-46.6936662,646216,3,3.4403379503950227,0
3.0,3.0,170,-23.6214395,-46.7392913,1218060,3,161.42908854469215,0
2.0,1.0,89,-23.5700781,-46.6570185,984840,3,85.0,1
2.0,1.0,94,-23.53426,-46.661198,1018440,3,81.0,1
4.0,3.0,287,-23.546665,-46.716166,3102090,2,158.42330471297763,0
2.0,1.0,70,-23.6071452,-46.6328304,720639,2,229.92902383969664,0
2.0,3.0,105,-23.5910282,-46.649307,1361160,2,196.0,1
3.0,3.0,142,-23.624089,-46.726152,1286090,1,46.0,1
3.0,1.0,110,-23.5565166,-46.6745435,1372310,1,64.0,1
4.0,3.0,230,-23.6046321,-46.655082,2809140,3,189.67594946814862,0
3.0,4.0,231,-23.6330678,-46.7061112,2495160,2,130.58594990779983,0
3.0,1.0,90,-23.53625,-46.654284,949689,1,46.48335722529747,0
4.0,2.0,241,-23.609373,-46.619561,2192920,3,227.63036563405532,0
2.0,1.0,96,-23.5740472,-46.6585927,1201840,3,69.74411719073115,0
3.0,1.0,68,-23.5338396,-46.7280175,795518,2,236.0424174534474,0
3.0,1.0,140,-23.5649327,-46.6613882,1934760,3,188.57245017807563,0
3.0,1.0,130,-23.5691963,-46.588329,595618,2,10.86175824315907,0
4.0,5.0,421,-23.6330678,-46.7061112,4547450,2,336.9718525271575,0
4.0,2.0,140,-23.6268355,-46.7308696,649574,2,91.0,1
2.0,1.0,73,-23.5486537,-46.5953517,472208,1,73.0,1
3.0,2.0,120,-23.532896,-46.659249,1110010,1,8.0,1
