rooms,garages,useful_area,latitude,longitude,value,interior_quality
3.0,3.0,140,-23.6174191,-46.6793122,1201310,2
3.0,2.0,102,-23.6026493,-46.6758561,962692,2
3.0,2.0,72,-23.6271972,-46.6373109,664837,3
3.0,1.0,66,-23.6262541,-46.6309241,582484,2
3.0,2.0,95,-23.5710346,-46.7323283,787956,3
4.0,1.0,244,-23.53214,-46.703271,1943920,3
3.0,1.0,115,-23.5543626,-46.6747523,1434690,1
4.0,3.0,190,-23.6177803,-46.6806388,2015560,2
3.0,2.0,79,-23.5992973,-46.6315409,845861,1
3.0,2.0,210,-23.5631789,-46.6725297,3080730,1
3.0,2.0,127,-23.4938764,-46.6278853,937954,3
2.0,2.0,84,-23.6270854,-46.6711537,769906,1
2.0,1.0,68,-23.5702099,-46.6324216,646158,2
2.0,1.0,70,-23.6138442,-46.6643393,833588,2
2.0,1.0,80,-23.5408717,-46.6840706,813239,1
2.0,1.0,76,-23.56688,-46.656171,703199,3
3.0,2.0,88,-23.533593,-46.702886,1014740,1
4.0,3.0,194,-23.6113493,-46.661919,1955880,3
1.0,1.0,46,-23.6144542,-46.6824649,485065,1
4.0,3.0,145,-23.572589,-46.6506623,2327970,1
3.0,1.0,109,-23.5658614,-46.6459102,923790,3
3.0,2.0,85,-23.538259,-46.6669164,616936,1
3.0,3.0,182,-23.5817684,-46.644903,1593370,3
1.0,1.0,42,-23.5976519,-46.6464985,427303,3
1.0,1.0,96,-23.6176841,-46.6338422,930130,3
3.0,1.0,100,-23.4974894,-46.6257478,548478,2
3.0,4.0,357,-23.5935822,-46.6703314,4783020,1
2.0,2.0,114,-23.5709975,-46.6541175,1772190,2
1.0,1.0,50,-23.5581241,-46.605243,370310,2
3.0,3.0,204,-23.6033109,-46.6590543,2498930,1
3.0,1.0,84,-23.6420549,-46.6434013,427136,2
3.0,2.0,98,-23.4974421,-46.6364918,723776,3
1.0,1.0,48,-23.5524515,-46.6552393,731115,1
2.0,1.0,73,-23.553149,-46.647047,756138,3
3.0,3.0,266,-23.6001265,-46.7254076,1916470,1
3.0,4.0,475,-23.6366667,-46.73,3574410,3
2.0,1.0,57,-23.578738,-46.642185,764468,3
2.0,1.0,78,-23.5401635,-46.6775588,753864,2
3.0,2.0,126,-23.6405169,-46.6966892,1384390,3
4.0,3.0,400,-23.539196,-46.681245,4003190,1
2.0,2.0,78,-23.5702817,-46.6363252,599514,3
4.0,6.0,322,-23.6207104,-46.6692507,3940100,3
3.0,1.0,130,-23.5577059,-46.6652939,1765740,3
4.0,2.0,400,-23.5356427,-46.6643983,4277020,2
1.0,1.0,45,-23.5359398,-46.6805855,357789,1
1.0,1.0,28,-23.5815264,-46.6814231,469492,3
2.0,1.0,49,-23.6294672,-46.6956098,368238,1
1.0,1.0,94,-23.5653623,-46.6835615,1262100,2
4.0,4.0,152,-23.6364718,-46.7276921,1519460,2
3.0,2.0,116,-23.5895108,-46.6418642,1566550,3
3.0,1.0,189,-23.5637847,-46.6610722,2239610,2
2.0,1.0,86,-23.5946812,-46.6896041,1473420,1
4.0,2.0,140,-23.5996256,-46.7291769,913748,3
3.0,3.0,240,-23.5827365,-46.6714342,2858150,2
2.0,1.0,70,-23.6384153,-46.6692387,501133,2
4.0,4.0,265,-23.6023847,-46.6578372,3518660,1
3.0,1.0,95,-23.5876052,-46.6356464,634580,2
3.0,4.0,197,-23.6104856,-46.6811616,2077230,1
3.0,2.0,96,-23.6303104,-46.7309733,693331,3
4.0,4.0,315,-23.5531701,-46.6995309,4671810,3
4.0,2.0,125,-23.6472723,-46.7050823,1273520,3
4.0,4.0,291,-23.6347054,-46.7146293,2888350,1
3.0,3.0,280,-23.5699482,-46.6631361,4839110,2
3.0,2.0,198,-23.5748549,-46.5875215,907172,2
3.0,1.0,71,-23.5927196,-46.684785,686854,3
3.0,1.0,170,-23.5692214,-46.656812,1531190,1
2.0,2.0,72,-23.5890543,-46.6477154,1108030,1
4.0,3.0,186,-23.5553804,-46.7377458,1309840,2
3.0,2.0,110,-23.6144302,-46.6809806,1267100,1
3.0,2.0,178,-23.5822736,-46.6914621,3624830,1
2.0,2.0,86,-23.5626329,-46.6861908,1072900,3
3.0,3.0,292,-23.6157387,-46.6768194,3044330,3
2.0,1.0,68,-23.6226585,-46.6384787,532030,2
4.0,4.0,148,-23.494398,-46.6265237,924919,2
4.0,3.0,238,-23.5356856,-46.6614663,2523820,2
4.0,3.0,178,-23.5499501,-46.595107,1305830,2
2.0,1.0,92,-23.6005102,-46.6603473,888828,3
1.0,2.0,78,-23.553693,-46.6918336,983963,2
2.0,2.0,155,-23.6264586,-46.6940088,1580160,3
2.0,1.0,80,-23.5401935,-46.6555082,720197,1
3.0,1.0,120,-23.5626563,-46.5841441,571560,1
3.0,1.0,150,-23.5642732,-46.6701732,1798660,1
2.0,1.0,102,-23.5343013,-46.6666849,948733,1
3.0,3.0,169,-23.587309,-46.6803628,2969930,3
4.0,3.0,160,-23.6297688,-46.7335156,1000900,1
4.0,3.0,263,-23.6067452,-46.7029176,1527470,1
4.0,4.0,255,-23.6081451,-46.6570022,3237380,3
4.0,4.0,537,-23.5987964,-46.7234727,4357490,1
3.0,3.0,250,-23.6050048,-46.6599912,2553760,1
3.0,2.0,98,-23.6041532,-46.6676464,1155850,3
3.0,2.0,200,-23.5687776,-46.6617125,2422020,1
3.0,3.0,105,-23.6335421,-46.7311984,847382,2
3.0,2.0,160,-23.5804763,-46.6736878,2002260,1
2.0,1.0,59,-23.5640392,-46.6921772,506237,3
3.0,1.0,130,-23.5623332,-46.6516858,1346550,2
2.0,1.0,58,-23.6350759,-46.6362998,470230,1
2.0,1.0,90,-23.551876,-46.649195,816374,2
1.0,1.0,37,-23.5317009,-46.6533017,349620,3
4.0,4.0,261,-23.5817816,-46.6778861,4400550,2
1.0,1.0,45,-23.5615864,-46.6506731,604211,1
2.0,1.0,110,-23.585984,-46.633975,967847,2
3.0,2.0,139,-23.5618905,-46.5803914,920835,2
4.0,4.0,220,-23.5373493,-46.6682195,2628420,3
3.0,2.0,123,-23.5562381,-46.5697474,788310,1
4.0,2.0,104,-23.6267187,-46.6355364,902614,1
2.0,1.0,85,-23.5584353,-46.6415412,880435,3
3.0,2.0,300,-23.5618644,-46.6522051,2643450,1
2.0,1.0,50,-23.6323477,-46.7037181,402390,1
4.0,4.0,280,-23.5820087,-46.6821666,3689030,2
2.0,2.0,113,-23.6149272,-46.6806992,1497000,2
3.0,2.0,110,-23.5965589,-46.6489143,885098,3
3.0,3.0,101,-23.6124119,-46.7380032,675065,1
3.0,2.0,125,-23.6070237,-46.6327672,760843,3
4.0,3.0,218,-23.556137,-46.6044715,1464880,2
2.0,1.0,65,-23.6297004,-46.6402585,431774,2
4.0,2.0,160,-23.6142466,-46.680023,1761450,1
3.0,3.0,154,-23.6301706,-46.7326681,1354780,3
2.0,1.0,78,-23.6167685,-46.6364552,619182,3
4.0,2.0,115,-23.5998426,-46.6644322,1473480,2
2.0,1.0,90,-23.574757,-46.6335084,613788,2
3.0,1.0,125,-23.5403037,-46.6579222,1259550,2
3.0,2.0,229,-23.5685769,-46.6891257,1797290,2
3.0,2.0,190,-23.6001119,-46.6639402,1894270,3
2.0,1.0,62,-23.5969217,-46.6468249,544132,1
3.0,4.0,245,-23.627521,-46.7317909,1447040,1
4.0,4.0,308,-23.5892931,-46.6280705,3966890,2
2.0,1.0,72,-23.4985334,-46.6322893,689024,1
2.0,1.0,67,-23.53096,-46.704528,480953,1
2.0,1.0,67,-23.5570322,-46.6742973,716939,2
3.0,2.0,113,-23.5848081,-46.6433436,1532540,2
1.0,2.0,90,-23.601446,-46.717651,806832,3
2.0,2.0,85,-23.602142,-46.6760553,831967,2
2.0,1.0,100,-23.5734996,-46.6595003,1050200,2
4.0,5.0,334,-23.615383,-46.732458,2938270,2
2.0,1.0,75,-23.6030848,-46.6840478,629097,1
2.0,1.0,59,-23.6463603,-46.6692059,440390,2
3.0,3.0,150,-23.5659305,-46.6549647,2398250,2
3.0,1.0,150,-23.5651245,-46.6892969,1871340,1
4.0,3.0,277,-23.538955,-46.682172,2429490,1
3.0,2.0,213,-23.5225641,-46.7094472,1067770,1
2.0,1.0,55,-23.6338658,-46.6994958,395316,2
4.0,4.0,320,-23.5753662,-46.6319534,2816830,2
3.0,2.0,129,-23.6256943,-46.7183279,1537450,1
2.0,1.0,70,-23.5920161,-46.640008,655360,3
2.0,1.0,70,-23.6399427,-46.671089,527387,1
3.0,2.0,115,-23.5414904,-46.5694698,790695,2
1.0,1.0,35,-23.5926601,-46.6747404,497450,3
3.0,2.0,119,-23.636007,-46.732611,655278,1
3.0,4.0,216,-23.5696511,-46.6348542,2425140,3
3.0,1.0,123,-23.5501232,-46.6915821,1234360,3
2.0,1.0,59,-23.5865922,-46.6263166,460596,3
4.0,3.0,240,-23.5936419,-46.6705086,3244640,1
3.0,2.0,105,-23.5364791,-46.6794597,1146730,1
4.0,3.0,235,-23.5418507,-46.6635735,2407860,1
2.0,1.0,70,-23.6021907,-46.668035,687181,3
2.0,1.0,85,-23.6295594,-46.6868582,650830,2
3.0,1.0,109,-23.5945396,-46.679824,1208450,2
4.0,4.0,310,-23.617236,-46.623755,1909330,1
4.0,3.0,177,-23.5873474,-46.641487,1990660,1
2.0,2.0,78,-23.64091,-46.6731868,619182,1
3.0,1.0,110,-23.5434991,-46.6536587,1232700,2
3.0,1.0,107,-23.619238,-46.6782222,934964,1
4.0,5.0,363,-23.6075572,-46.6651383,3888050,1
4.0,3.0,360,-23.6131503,-46.681621,3410060,3
3.0,2.0,86,-23.5549606,-46.5692044,479754,1
3.0,2.0,86,-23.6115162,-46.63127,901845,1
4.0,5.0,364,-23.4931281,-46.6292098,3515750,2
4.0,2.0,123,-23.6291517,-46.6687971,1452920,2
3.0,1.0,90,-23.5974866,-46.6382527,699795,2
3.0,2.0,117,-23.5917604,-46.6423085,1051930,2
3.0,1.0,112,-23.5622326,-46.6853921,1397270,2
3.0,1.0,126,-23.5669346,-46.6457713,1362200,2
4.0,4.0,248,-23.5763493,-46.6262255,2417410,1
2.0,2.0,62,-23.5895755,-46.6415764,573686,2
4.0,4.0,202,-23.6452546,-46.6668387,2002020,1
2.0,2.0,60,-23.5765185,-46.7313057,493448,1
3.0,1.0,80,-23.5816484,-46.6446465,620500,3
4.0,3.0,188,-23.5681261,-46.6653552,2681660,3
2.0,1.0,87,-23.5313578,-46.6873127,840848,3
3.0,2.0,79,-23.5675831,-46.6247443,894677,3
3.0,4.0,356,-23.546665,-46.716166,3847890,3
2.0,1.0,107,-23.5768266,-46.634617,1171180,2
2.0,1.0,67,-23.6047784,-46.6303747,534189,1
2.0,1.0,58,-23.63904,-46.735637,371633,1
2.0,2.0,63,-23.6151005,-46.6295782,511871,1
3.0,2.0,105,-23.556137,-46.6044715,737301,3
2.0,1.0,75,-23.5543974,-46.6898911,800318,2
3.0,3.0,244,-23.5432844,-46.7037282,3276670,1
3.0,1.0,72,-23.5683441,-46.6304937,597820,3
2.0,1.0,70,-23.5938251,-46.6849674,962125,2
4.0,3.0,231,-23.569209,-46.6326173,2544060,3
2.0,2.0,97,-23.6083869,-46.6298825,883432,3
4.0,4.0,169,-23.4931806,-46.6271178,1632310,1
3.0,1.0,150,-23.6016962,-46.6707236,1536110,2
2.0,1.0,54,-23.635965,-46.6380266,445871,1
2.0,2.0,72,-23.5508916,-46.6900323,636191,2
4.0,2.0,170,-23.5740769,-46.6493415,1723310,2
4.0,3.0,323,-23.5657889,-46.6587726,4554330,1
3.0,4.0,236,-23.5935287,-46.710956,3590610,2
2.0,2.0,85,-23.6118306,-46.7059744,565126,2
4.0,2.0,160,-23.6028679,-46.6676253,1784640,2
2.0,1.0,54,-23.578738,-46.642185,724232,1
2.0,2.0,100,-23.5614403,-46.6665201,970085,2
2.0,1.0,56,-23.5863726,-46.6418136,781530,2
1.0,1.0,45,-23.5520527,-46.6967755,623665,1
3.0,2.0,107,-23.5293759,-46.6900652,1174740,2
1.0,1.0,42,-23.5409817,-46.6578224,470668,3
4.0,2.0,243,-23.5397174,-46.6555988,2212800,2
3.0,3.0,184,-23.6107827,-46.7325008,1469500,3
3.0,2.0,70,-23.6305591,-46.6198818,377363,3
2.0,2.0,81,-23.5987684,-46.6837077,1153920,2
2.0,1.0,48,-23.5646218,-46.695627,609810,2
3.0,2.0,115,-23.6117867,-46.6841559,1175130,1
3.0,3.0,101,-23.6146851,-46.6245624,834005,2
2.0,2.0,84,-23.5986781,-46.677015,1405550,1
2.0,1.0,82,-23.5708726,-46.6617387,1272990,1
3.0,2.0,91,-23.4976876,-46.6320778,878937,1
4.0,2.0,180,-23.5945829,-46.6047342,946159,1
3.0,1.0,150,-23.5788356,-46.6726225,1728690,3
3.0,2.0,67,-23.6318957,-46.7336375,536094,1
3.0,3.0,125,-23.582563,-46.735766,997376,2
3.0,1.0,65,-23.5387683,-46.5734219,551145,3
3.0,2.0,149,-23.6319506,-46.7395479,906871,1
2.0,1.0,55,-23.6024688,-46.6693965,632009,3
3.0,1.0,62,-23.6279271,-46.7287496,413939,2
2.0,1.0,62,-23.6157018,-46.6325937,513461,1
3.0,1.0,150,-23.5831034,-46.6790745,2100390,1
4.0,4.0,186,-23.6330678,-46.7061112,2009090,3
4.0,3.0,300,-23.617215,-46.676077,2957200,1
2.0,1.0,70,-23.5406704,-46.6496362,573488,3
3.0,3.0,181,-23.5630502,-46.6838602,2723220,3
2.0,1.0,52,-23.5252904,-46.6032356,281304,1
2.0,1.0,60,-23.5413248,-46.5727693,412537,1
3.0,3.0,215,-23.5439368,-46.7224484,2352450,1
4.0,2.0,357,-23.5660197,-46.6662191,4803210,1
2.0,1.0,67,-23.6194623,-46.6727087,681778,1
4.0,5.0,219,-23.5900387,-46.7033245,2493970,1
3.0,1.0,118,-23.5621401,-46.6764303,1068090,1
3.0,2.0,198,-23.5830084,-46.6853706,2772510,3
3.0,2.0,90,-23.5974931,-46.6177683,448225,1
2.0,1.0,49,-23.6148781,-46.6328044,418362,1
1.0,2.0,108,-23.5841641,-46.6770482,1447830,3
2.0,2.0,125,-23.5744558,-46.6871626,1503480,3
3.0,2.0,210,-23.5683197,-46.6521575,2344040,2
4.0,3.0,162,-23.588855,-46.672851,2654640,1
2.0,1.0,102,-23.5642732,-46.6701732,1223090,2
3.0,2.0,70,-23.6059559,-46.6633639,1131270,2
4.0,5.0,210,-23.636014,-46.734473,1501740,2
3.0,4.0,415,-23.5482294,-46.6574713,4837170,1
2.0,1.0,77,-23.546207,-46.68912,617428,1
1.0,1.0,35,-23.5543515,-46.6745636,436646,3
1.0,1.0,43,-23.5718788,-46.6252054,420709,2
3.0,2.0,110,-23.606603,-46.623249,626580,3
3.0,3.0,210,-23.6058802,-46.6741148,2552630,2
2.0,1.0,99,-23.5535745,-46.6378991,1351600,1
3.0,2.0,90,-23.542025,-46.6733841,837118,1
4.0,5.0,304,-23.5530826,-46.5727801,2577660,1
3.0,2.0,250,-23.579101,-46.6741874,2199480,2
3.0,3.0,140,-23.6249307,-46.7340247,687239,1
4.0,4.0,300,-23.5683058,-46.6530121,3511600,3
4.0,2.0,184,-23.5302242,-46.575694,1560160,1
2.0,1.0,65,-23.6352258,-46.6387655,337474,1
2.0,1.0,59,-23.608092,-46.621653,457044,2
4.0,4.0,400,-23.621457,-46.7333663,1856040,2
2.0,2.0,60,-23.6425872,-46.6376523,609828,2
3.0,1.0,320,-23.5696406,-46.6634309,4183020,2
1.0,1.0,33,-23.6087889,-46.6624964,363539,2
4.0,3.0,186,-23.6330678,-46.7061112,2009090,3
3.0,2.0,120,-23.5547296,-46.6895977,976216,2
2.0,1.0,80,-23.5660739,-46.6876589,671283,2
2.0,2.0,69,-23.6195342,-46.7348561,314924,1
3.0,2.0,159,-23.5537828,-46.6536451,1859320,1
1.0,1.0,54,-23.6188346,-46.6853719,781842,3
4.0,3.0,365,-23.6316946,-46.7294364,3395120,2
3.0,2.0,120,-23.5684779,-46.650497,1306760,2
3.0,1.0,150,-23.546036,-46.6556636,1264410,1
4.0,3.0,286,-23.6163665,-46.6235206,1740810,1
4.0,5.0,438,-23.6109539,-46.6809188,3553110,1
2.0,1.0,96,-23.5674756,-46.6895978,1197660,1
1.0,1.0,35,-23.6379272,-46.6664468,213932,1
3.0,2.0,98,-23.602778,-46.6673414,1438680,3
3.0,1.0,80,-23.5708187,-46.6280389,611256,1
3.0,2.0,130,-23.6081878,-46.6593799,1498710,3
2.0,1.0,71,-23.530092,-46.704636,797545,1
4.0,2.0,250,-23.5455707,-46.65526,2648160,2
2.0,2.0,176,-23.5840133,-46.645578,2053580,2
4.0,4.0,232,-23.6277419,-46.7380408,1589060,1
4.0,4.0,340,-23.5273464,-46.7275684,3415600,1
4.0,3.0,130,-23.6028339,-46.6436721,1555080,1
3.0,2.0,135,-23.5555497,-46.5694464,786896,2
3.0,2.0,115,-23.5394916,-46.6704893,1267350,1
4.0,4.0,302,-23.6057348,-46.7066153,2121280,1
3.0,2.0,110,-23.636484,-46.734413,786626,2
1.0,1.0,80,-23.5315968,-46.6833445,773193,1
2.0,1.0,52,-23.6283734,-46.6899312,395476,3
3.0,1.0,119,-23.5331166,-46.6738055,951348,2
3.0,2.0,200,-23.580731,-46.6758905,2370440,1
3.0,2.0,166,-23.5917262,-46.7184983,2341250,2
1.0,2.0,86,-23.5590171,-46.6664207,1462650,1
3.0,1.0,127,-23.6091459,-46.6544375,1174070,1
2.0,1.0,58,-23.63904,-46.735637,371633,3
2.0,1.0,60,-23.5010189,-46.6386535,443128,3
2.0,1.0,57,-23.604542,-46.6665839,815689,3
3.0,1.0,153,-23.5464682,-46.6587666,1482960,1
3.0,3.0,242,-23.5880998,-46.6480923,2565230,1
3.0,2.0,67,-23.6185148,-46.7379024,406352,3
3.0,2.0,125,-23.5394845,-46.6761725,1187640,3
3.0,1.0,60,-23.5810812,-46.7167649,389523,1
1.0,1.0,45,-23.5315968,-46.6833445,434921,1
2.0,1.0,100,-23.5417612,-46.6727135,930131,1
3.0,1.0,86,-23.5512511,-46.6801488,832003,1
3.0,3.0,157,-23.6250202,-46.7331899,892370,2
3.0,2.0,126,-23.6091609,-46.7349482,1169720,2
2.0,2.0,170,-23.5403754,-46.7152552,1231320,1
3.0,2.0,70,-23.5363865,-46.6851131,783806,3
3.0,2.0,80,-23.6373279,-46.6470622,549402,1
3.0,1.0,130,-23.5640029,-46.6456389,1346550,1
2.0,1.0,55,-23.6011999,-46.6350642,767574,2
3.0,2.0,75,-23.586154,-46.6266528,647132,3
1.0,1.0,47,-23.6237252,-46.6763204,654054,3
3.0,2.0,96,-23.6212564,-46.6859984,934099,1
3.0,1.0,95,-23.604856,-46.6573901,911160,2
2.0,1.0,60,-23.5723841,-46.636243,563833,3
2.0,1.0,81,-23.6016962,-46.6707236,829499,1
2.0,2.0,76,-23.602871,-46.6752315,922947,1
3.0,1.0,122,-23.5406645,-46.6715498,1070230,1
3.0,1.0,115,-23.5919255,-46.6411855,811225,2
3.0,1.0,93,-23.610429,-46.689935,860577,2
4.0,2.0,196,-23.582398,-46.6753925,2219410,2
1.0,1.0,30,-23.6182983,-46.6325501,227420,2
3.0,4.0,500,-23.5097595,-46.6507406,3707770,3
3.0,2.0,80,-23.6014338,-46.6355275,986838,1
4.0,2.0,200,-23.544383,-46.7200002,2651200,3
4.0,2.0,150,-23.5468984,-46.6574193,1569560,1
4.0,2.0,345,-23.5567643,-46.6602297,2817860,2
2.0,2.0,118,-23.5538683,-46.6863422,1572410,2
3.0,2.0,107,-23.6027321,-46.6440926,1064240,2
2.0,2.0,80,-23.6264586,-46.6940088,815568,1
2.0,1.0,90,-23.531547,-46.674365,837118,1
2.0,2.0,50,-23.5712778,-46.6335802,558751,2
3.0,3.0,154,-23.5635219,-46.6889798,1664750,3
2.0,1.0,64,-23.6102962,-46.6322525,468498,3
3.0,2.0,78,-23.599174,-46.633362,755147,2
3.0,2.0,82,-23.5792996,-46.5894969,564929,2
3.0,2.0,81,-23.60505,-46.623578,662875,2
3.0,2.0,182,-23.6100343,-46.6825937,1797940,2
3.0,3.0,198,-23.5802857,-46.6526977,3116290,2
3.0,3.0,130,-23.6218415,-46.7334115,817233,1
4.0,3.0,115,-23.6426107,-46.7096361,889820,3
4.0,4.0,221,-23.5404244,-46.6861376,2940130,3
3.0,2.0,153,-23.497149,-46.693001,837544,1
3.0,1.0,120,-23.4916227,-46.628351,1148370,2
3.0,3.0,390,-23.5605101,-46.6516401,3830190,3
2.0,1.0,50,-23.585959,-46.6337037,663872,3
3.0,3.0,174,-23.5858584,-46.6030143,1823340,1
4.0,4.0,192,-23.5335428,-46.663156,2674840,1
3.0,2.0,105,-23.5986007,-46.7243686,772830,2
1.0,1.0,50,-23.5569981,-46.6807796,431886,2
3.0,2.0,181,-23.5974059,-46.7234728,1106620,2
3.0,2.0,225,-23.5784847,-46.6890197,4728050,2
3.0,1.0,212,-23.5669896,-46.6434324,2195910,1
3.0,1.0,125,-23.5403037,-46.6579222,1259550,1
2.0,1.0,72,-23.5961104,-46.6726114,1592170,3
1.0,1.0,44,-23.6137936,-46.6908307,550890,3
2.0,1.0,56,-23.6131402,-46.6638861,964309,2
4.0,3.0,272,-23.5426517,-46.6600873,3170380,2
3.0,2.0,85,-23.5891898,-46.6716305,1002360,1
3.0,1.0,149,-23.5352426,-46.6697791,1154490,3
2.0,1.0,63,-23.571443,-46.703813,481563,2
4.0,2.0,168,-23.5616567,-46.6598384,2464580,1
1.0,1.0,40,-23.5510825,-46.6473438,609262,3
3.0,1.0,140,-23.5595158,-46.6621649,1531750,1
4.0,6.0,554,-23.6069531,-46.7037064,3651040,2
3.0,2.0,186,-23.5774477,-46.6123792,997832,1
3.0,2.0,180,-23.6015811,-46.645289,1860540,2
3.0,2.0,200,-23.5697217,-46.6346902,1618240,3
2.0,1.0,66,-23.5994616,-46.6897697,929069,1
2.0,1.0,71,-23.60615,-46.623675,625283,1
3.0,1.0,87,-23.5908351,-46.7213442,530706,2
3.0,2.0,126,-23.536558,-46.655327,1365150,3
3.0,1.0,270,-23.5577149,-46.6610699,2909660,1
4.0,5.0,336,-23.5851697,-46.6475067,4729470,3
2.0,2.0,76,-23.5272143,-46.684127,883420,1
3.0,4.0,214,-23.548549,-46.6946792,2945730,1
3.0,2.0,165,-23.5996256,-46.7291769,1076920,1
3.0,4.0,268,-23.6124872,-46.7361891,1667340,1
2.0,3.0,114,-23.5892555,-46.6287176,1066490,2
3.0,1.0,171,-23.561358,-46.5985842,874786,3
1.0,1.0,48,-23.6269229,-46.6670196,415546,1
4.0,2.0,150,-23.6027211,-46.6317972,1412720,3
4.0,4.0,130,-23.5872458,-46.7223122,1833510,1
4.0,5.0,407,-23.5343084,-46.6792365,3766190,3
2.0,1.0,110,-23.5646802,-46.6483894,1108420,1
2.0,1.0,94,-23.5377682,-46.6547377,1139860,2
2.0,2.0,74,-23.5849694,-46.6455303,1032740,1
3.0,2.0,105,-23.6211314,-46.6747621,959203,1
3.0,3.0,246,-23.5529575,-46.5724341,1691400,2
3.0,2.0,116,-23.589426,-46.6704089,2077880,1
3.0,2.0,92,-23.5302242,-46.575694,780082,1
2.0,1.0,96,-23.5708726,-46.6617387,1490330,1
3.0,2.0,220,-23.5626794,-46.6674036,2658880,3
1.0,1.0,26,-23.627223,-46.6647557,316509,1
3.0,1.0,120,-23.6217617,-46.6737766,1084990,1
4.0,2.0,240,-23.5682674,-46.6610285,2977260,3
4.0,4.0,420,-23.5702614,-46.6502566,4613460,2
2.0,1.0,112,-23.5698518,-46.657059,2186590,1
4.0,4.0,361,-23.5741814,-46.6354618,4098510,2
2.0,1.0,70,-23.5526205,-46.6977851,944682,3
3.0,1.0,130,-23.5442017,-46.6547059,1456830,3
3.0,2.0,370,-23.5353415,-46.6699543,2982150,3
3.0,2.0,135,-23.6050513,-46.66653,1518560,2
3.0,1.0,110,-23.5731045,-46.642766,1266280,3
4.0,2.0,140,-23.5996256,-46.7291769,913748,1
1.0,1.0,38,-23.6015765,-46.6456977,333500,3
2.0,1.0,71,-23.5714667,-46.6512381,647556,2
2.0,2.0,92,-23.5880953,-46.6796849,1838920,2
4.0,4.0,270,-23.553334,-46.6990466,3628090,3
2.0,1.0,47,-23.555836,-46.648829,704108,1
4.0,4.0,234,-23.6096391,-46.6820935,2445740,3
4.0,4.0,170,-23.5342882,-46.6631608,2255170,1
3.0,2.0,109,-23.5852235,-46.6744312,1966750,3
3.0,4.0,242,-23.6187434,-46.73587,1763080,2
4.0,2.0,147,-23.6210099,-46.6956445,1765110,3
4.0,4.0,306,-23.4922092,-46.6309727,1801740,2
4.0,4.0,366,-23.570458,-46.6365567,3258760,3
2.0,1.0,72,-23.579313,-46.6228617,620109,3
2.0,1.0,50,-23.5770324,-46.623056,290604,3
3.0,2.0,190,-23.568776,-46.6559292,2053450,3
4.0,4.0,318,-23.6342856,-46.725536,3245040,2
2.0,1.0,110,-23.5702882,-46.6473018,1168950,1
2.0,2.0,95,-23.634509,-46.729274,713290,2
3.0,2.0,160,-23.5452032,-46.6523529,1764230,3
2.0,1.0,58,-23.5344494,-46.6794421,439295,3
2.0,1.0,75,-23.6124493,-46.6625371,762980,2
3.0,3.0,222,-23.5466496,-46.660345,2487820,2
4.0,2.0,157,-23.6257665,-46.7310478,916382,1
2.0,1.0,64,-23.6228566,-46.7262469,568814,2
3.0,1.0,100,-23.5731635,-46.6562287,1130800,1
3.0,1.0,91,-23.5541664,-46.6831737,771872,3
4.0,4.0,185,-23.5571715,-46.6740907,1663620,2
3.0,3.0,131,-23.5629002,-46.6467208,1727920,1
3.0,2.0,96,-23.6044126,-46.6657267,968775,3
4.0,3.0,220,-23.6235017,-46.6738084,2423010,1
4.0,4.0,225,-23.5796423,-46.5895484,1710340,3
4.0,4.0,216,-23.6196031,-46.6784854,1919100,2
4.0,4.0,209,-23.6094742,-46.6566048,2333600,1
3.0,2.0,130,-23.5797087,-46.6730036,1518170,1
4.0,3.0,214,-23.5384743,-46.6613308,3397900,3
3.0,4.0,205,-23.5473717,-46.6606654,2386260,2
4.0,3.0,262,-23.621786,-46.686356,2697620,1
3.0,2.0,153,-23.5323733,-46.688175,1289670,3
3.0,2.0,103,-23.5255129,-46.732856,1028200,1
3.0,2.0,170,-23.5716023,-46.6352902,1354630,3
3.0,1.0,108,-23.5800023,-46.6362105,913890,2
2.0,1.0,76,-23.5686223,-46.6268231,571856,2
3.0,3.0,235,-23.6102772,-46.7065684,2179390,2
3.0,2.0,88,-23.6124637,-46.6259168,631062,2
2.0,1.0,63,-23.5543852,-46.5894219,530535,3
2.0,1.0,76,-23.6331289,-46.6353945,629698,3
3.0,1.0,57,-23.604875,-46.6941388,529215,3
3.0,1.0,108,-23.6057186,-46.7040474,563656,1
2.0,3.0,142,-23.5813184,-46.6776553,2885730,3
2.0,1.0,115,-23.612941,-46.6797389,1131770,2
3.0,2.0,190,-23.5618344,-46.6469771,1577720,3
3.0,3.0,250,-23.5565124,-46.6791869,2361490,2
2.0,1.0,63,-23.626257,-46.6238355,436910,2
2.0,1.0,70,-23.6128905,-46.6786756,650053,2
3.0,3.0,326,-23.5525983,-46.6973418,4518110,3
1.0,1.0,42,-23.5879841,-46.6710765,798035,3
3.0,2.0,110,-23.5920022,-46.6403429,988993,3
3.0,2.0,112,-23.6264195,-46.707108,1194010,2
3.0,2.0,133,-23.5553355,-46.6921169,1194950,1
2.0,1.0,122,-23.5835677,-46.6474645,744112,1
3.0,1.0,67,-23.6376034,-46.7368275,360670,2
3.0,1.0,104,-23.5770171,-46.6501558,1097330,2
4.0,4.0,454,-23.546665,-46.716166,4907140,2
2.0,1.0,75,-23.5584615,-46.6638849,1100260,1
2.0,1.0,56,-23.55338,-46.652025,609046,3
